sigma,E_psi,Var_psi,sigma2_naive,E_u2,identity,match,VR_true
0.1,-2.054212112607879e-06,0.00020035513370736898,0.00020049876262787482,1.4601965891211995e-07,0.00020035274296896272,True,0.0007282820951026618
0.25,8.709221695184832e-05,0.00765153394893344,0.007821324023779604,0.00017128822083373123,0.007650035802945873,True,0.02190015658639818
0.5,-0.00013554049652587526,0.10396749600519715,0.12481881313746437,0.021057755705825115,0.10376105743163926,True,0.16870658498117563
1.0,-0.000610277653842319,0.9183063569248358,2.0116946210327167,1.088552173438967,0.9231424475937497,True,0.5411120366172434
2.0,-0.0010361819639883888,5.0786545977733955,31.980468284978546,26.91423042003619,5.066237864942355,True,0.8415833745836048
3.0,-0.0029370675145383835,12.221986580392683,162.00819585499337,149.8936610527709,12.114534802222465,True,0.9252227040842694
